Rank,Name,Age,Net Worth,Country,Source,Industries
1851,PENG HAO,52,1.1,China,electronics,Manufacturing
1851,XIE LIANGZHI & FAMILY,54,1.1,China,biotech,Healthcare
1851,DU SHUANGHUA,55,1.1,China,steel,Manufacturing
1851,HOU JUNCHENG,55,1.1,China,cosmetics,Healthcare
1851,HUANG GUANLIN,55,1.1,China,"textiles, apparel",Fashion & Retail
1851,LIANG YANFENG & FAMILY,55,1.1,China,real estate,Real Estate
1851,LIANG ZHAOXIAN,55,1.1,China,appliances,Manufacturing
1851,LIANG GUANGWEI,56,1.1,China,conglomerate,Manufacturing
1851,MAO ZHONGWU,57,1.1,China,manufacturing,Manufacturing
1851,XIANG WENBO,57,1.1,China,manufacturing,Manufacturing
1851,QI JINXING,58,1.1,China,real estate,Real Estate
1851,ZHENG YUEWEN & FAMILY,58,1.1,China,investments,Diversified
1851,CAO JISHENG,59,1.1,China,poultry,Food & Beverage
1851,HENRY DAVIS,69,1.1,United States,beef processing,Food & Beverage
1851,HU CHENGZHONG,59,1.1,China,manufacturing,Manufacturing
1851,ZHENG JIANJIANG & FAMILY,59,1.1,China,electrical equipment,Manufacturing
1851,CHEN QIXING,60,1.1,China,electronics components,Technology
1851,CUI GENLIANG,61,1.1,China,electric components,Manufacturing
1851,QIAN DONGQI & FAMILY,62,1.1,China,household appliances,Manufacturing
1851,ZHOU ZONGWEN & FAMILY,63,1.1,China,jewelry,Fashion & Retail
1851,LEONID SIMANOVSKY,70,1.1,Russia,investments,Finance & Investments
1851,TANG JINKUI & FAMILY,64,1.1,China,"textiles, petrochemicals",Manufacturing
1851,ALLAN WONG,70,1.1,Hong Kong,electronics,Manufacturing
1851,LOU ZHONGFU & FAMILY,66,1.1,China,real estate,Real Estate
1851,SUN XISHUANG,66,1.1,China,real estate,Real Estate
1851,LIU GEXIN,68,1.1,China,pharmaceuticals,Healthcare
1851,SUN MENGQUAN & FAMILY,70,1.1,China,edible oil,Food & Beverage
1851,SHEN XIQIANG & FAMILY,72,1.1,China,chemical,Energy
1851,CHUA THIAN POH,71,1.1,Singapore,real estate,Real Estate
1851,LOW TUCK KWONG,71,1.1,Indonesia,coal,Energy
1851,JIANG YINTAI & FAMILY,69,1.1,China,auto parts,Automotive
1851,CAI HONGBIN,,1.1,China,pharmaceuticals,Healthcare
1851,WIM VAN DER LEEGTE,72,1.1,Netherlands,manufacturing,Manufacturing
1851,MURAT VARGI,72,1.1,Turkey,telecom,Telecom
1851,LUTZ MARIO HELMIG,73,1.1,Germany,hospitals,Healthcare
1851,MOHAMMED IBRAHIM,73,1.1,United Kingdom,communications,Telecom
1851,EIICHI KURIWADA,73,1.1,Japan,package delivery,Logistics
1851,HELENA REVOREDO,73,1.1,Spain,security services,Service
1851,ALBERTO CORTINA,74,1.1,Spain,investments,Finance & Investments
1851,SOICHIRO FUKUTAKE,74,1.1,Japan,education,Service
1851,RICHARD KAYNE,74,1.1,United States,investments,Finance & Investments
1851,MEGDET RAHIMKULOV,74,1.1,Russia,investments,Finance & Investments
1851,DENIZ SAHENK,74,1.1,Turkey,diversified,Diversified
1851,NOBUTADA SAJI,74,1.1,Japan,beverages,Food & Beverage
1851,WINARKO SULISTYO,74,1.1,Indonesia,paper and pulp,Manufacturing
1851,JEFFREY CHEAH,75,1.1,Malaysia,property,Real Estate
1851,ZADIK BINO & FAMILY,76,1.1,Israel,"banking, oil",Diversified
1851,PAUL FIREMAN,76,1.1,United States,Reebok,Fashion & Retail
1851,ALFREDO HARP HELU & FAMILY,76,1.1,Mexico,banking,Finance & Investments
1851,BRANDT LOUIE,76,1.1,Canada,drugstores,Food & Beverage
1851,TREVOR MILTON,38,1.1,United States,electric vehicles,Automotive
1851,THOMAS JAMES,77,1.1,United States,finance,Finance & Investments
1851,"RICHARD YUENGLING, JR.",77,1.1,United States,beer,Food & Beverage
1851,ARVIND PODDAR,62,1.1,India,tires,Automotive
1851,DONALD FOSS,75,1.1,United States,auto loans,Automotive
1851,JOOP VAN DEN ENDE,78,1.1,Netherlands,TV shows,Media & Entertainment
1851,DONALD FRIESE,79,1.1,United States,manufacturing,Manufacturing
1851,MICHAEL STEINHARDT,79,1.1,United States,hedge funds,Finance & Investments
1851,WANG CHOU-HSIONG,79,1.1,Taiwan,footwear,Manufacturing
1851,MYRON WENTZ,80,1.1,St. Kitts and Nevis,health products,Fashion & Retail
1851,ALDO BENSADOUN,81,1.1,Canada,shoes,Fashion & Retail
1851,ROGER PENSKE,83,1.1,United States,cars,Automotive
1851,SAMUEL BARATA,82,1.1,Brazil,drugstores,Fashion & Retail
1851,SEFIK YILMAZ DIZDAR,82,1.1,Turkey,fashion retail,Fashion & Retail
1851,STEPHEN RUBIN,83,1.1,United Kingdom,sports apparel,Fashion & Retail
1851,NORMA LERNER,84,1.1,United States,banking,Finance & Investments
1851,MOFATRAJ MUNOT,75,1.1,India,real estate,Real Estate
1851,GASTON GLOCK & FAMILY,91,1.1,Austria,guns,Manufacturing
1851,FAYEZ SAROFIM,91,1.1,United States,money management,Finance & Investments
1851,BERNARD LEWIS & FAMILY,94,1.1,United Kingdom,fashion retailer,Fashion & Retail
1851,CHANG YUN CHUNG,101,1.1,Singapore,shipping,Logistics
1851,BENEDICTE FIND,,1.1,Denmark,medical devices,Healthcare
1990,KYLIE JENNER,22,1,United States,cosmetics,Fashion & Retail
1990,LUDWIG THEODOR BRAUN,30,1,Germany,medical technology,Healthcare
1990,"JULIO MARIO SANTO DOMINGO, III.",34,1,United States,beer,Food & Beverage
1990,BRIAN ARMSTRONG,37,1,United States,cryptocurrency,Finance & Investments
1990,KARL FRIEDRICH BRAUN,37,1,Germany,medical technology,Healthcare
1990,JOHANNA BRAUN,40,1,Germany,medical technology,Healthcare
1990,BOM KIM,41,1,United States,online retailing,Technology
1990,ANNA MARIA BRAUN,41,1,Germany,medical technology,Healthcare
1990,GT DAVE,43,1,United States,kombucha,Food & Beverage
1990,JEFF GREEN,43,1,United States,digital advertising,Media & Entertainment
1990,TATYANA BAKALCHUK,44,1,Russia,ecommerce,Fashion & Retail
1990,KOSTYANTIN ZHEVAGO,46,1,Ukraine,mining,Metals & Mining
1990,IGOR RYBAKOV,47,1,Russia,building materials,Manufacturing
1990,SERGEI KOLESNIKOV,48,1,Russia,building materials,Manufacturing
1990,LEE SANG-HYUK,48,1,South Korea,investments,Technology
1990,CHRISTOPHER ROKOS,49,1,United Kingdom,hedge fund,Finance & Investments
1990,JAROSLAV HASCAK,50,1,Slovakia,investments,Finance & Investments
1990,HO HUNG ANH,50,1,Vietnam,"consumer products, banking",Finance & Investments
1990,JAY-Z,50,1,United States,diversified,Media & Entertainment
1990,MATHIAS KAMPRAD,50,1,Sweden,IKEA,Finance & Investments
1990,PIETER VAN DER DOES,50,1,Netherlands,payments software,Technology
1990,MIKHAIL SHELKOV,51,1,Russia,titanium,Metals & Mining
1990,JOHN LIEW,52,1,United States,investment management,Finance & Investments
1990,SIMON NIXON,52,1,United Kingdom,price comparison website,Technology
1990,LIN DINGQIANG & FAMILY,53,1,Hong Kong,real estate,Real Estate
1990,DAVID PAUL,53,1,United States,medical devices,Healthcare
1990,SERGEI STUDENNIKOV,53,1,Russia,"liquor stores, supermarkets",Fashion & Retail
1990,HENRI BEAUFOUR,54,1,France,pharmaceuticals,Healthcare
1990,JONAS KAMPRAD,54,1,Sweden,IKEA,Finance & Investments
1990,TORSTEN TOELLER,54,1,Germany,pet food,Fashion & Retail
1990,LEE JOON-HO,55,1,South Korea,online games,Technology
1990,ANNE BEAUFOUR,56,1,France,pharmaceuticals,Healthcare
1990,EDUARD CHUKHLEBOV,56,1,Russia,metallurgy,Metals & Mining
1990,DAVID KABILLER,56,1,United States,investment management,Finance & Investments
1990,PETER KAMPRAD,56,1,Sweden,IKEA,Finance & Investments
1990,IHOR KOLOMOYSKYY,57,1,Ukraine,"banking, investments",Diversified
1990,VADIM YAKUNIN,57,1,Russia,pharmacy,Healthcare
1990,WESLEY EDENS,58,1,United States,investments,Finance & Investments
1990,IGOR KUDRYASHKIN,58,1,Russia,metallurgy,Metals & Mining
1990,AZIZ AKHANNOUCH & FAMILY,59,1,Morocco,"petroleum, diversified",Diversified
1990,JAYSHREE ULLAL,59,1,United States,computer networking,Technology
1990,ACHAL BAKERI,60,1,India,air coolers,Manufacturing
1990,PARK HYEON-JOO,61,1,South Korea,mutual funds,Finance & Investments
1990,WU CHUNG-YI,64,1,Taiwan,manufacturing,Manufacturing
1990,NEERJA SETHI,65,1,United States,"IT consulting, outsourcing",Technology
1990,ISAK ANDIC & FAMILY,66,1,Spain,fashion retail,Fashion & Retail
1990,PATRICIA ANGELINI ROSSI,66,1,Chile,"forestry, mining",Diversified
1990,THOMAS LAU,66,1,Hong Kong,department stores,Fashion & Retail
1990,ANTONIO PERCASSI,66,1,Italy,"real estate, diversified",Diversified
1990,RUSTEM SULTEEV,66,1,Russia,"refinery, chemicals",Energy
1990,ALBERT SHIGABOUTDINOV,67,1,Russia,"refinery, chemicals",Diversified
1990,CHRIS WALLIN,67,1,Australia,mining,Energy
1990,AXEL STAWSKI,69,1,United States,real estate,Real Estate
1990,LAURIE TISCH,69,1,United States,"insurance, NFL team",Diversified
1990,HUR YOUNG-IN,70,1,South Korea,"bakeries, fast food",Food & Beverage
1990,SCOTT SMITH,70,1,United States,cloud computing,Technology
1990,LOWELL MILKEN,71,1,United States,investments,Finance & Investments
1990,CARL THOMA,71,1,United States,investments,Finance & Investments
1990,STEVEN TISCH,71,1,United States,insurance,Diversified
1990,TANG YAN,41,1,China,social media,Technology
1990,EDOUARD CARMIGNAC,72,1,France,asset management,Finance & Investments
1990,LAI SHIXIAN,45,1,China,sports apparel,Fashion & Retail
1990,MARK HAOYONG YANG,45,1,China,e-commerce,Technology
1990,ZHAO HONGFEI,45,1,China,software,Technology
1990,LU RONGFU,49,1,China,telecommunication,Telecom
1990,FANG HONGBO,53,1,China,home appliances,Manufacturing
1990,WANG YAOHAI,53,1,China,lighting,Technology
1990,DIETER SCHNABEL,74,1,Germany,chemicals,Manufacturing
1990,WONG CHIU YEUNG,53,1,China,real estate,Real Estate
1990,KE GUIHUA,54,1,China,auto parts,Manufacturing
1990,WEN YIBO & FAMILY,54,1,China,wastewater treatment,Service
1990,YU QIBING & FAMILY,54,1,China,glass,Manufacturing
1990,LAM LUNG ON & FAMILY,55,1,China,real estate,Real Estate
1990,ZHANG YUXIANG & FAMILY,55,1,China,apparel,Fashion & Retail
1990,XU QIMING,56,1,China,"food, art",Diversified
1990,TERRY SNOW,76,1,Australia,"airports, real estate",Real Estate
1990,CHEN ZHUOLIN,58,1,China,real estate,Real Estate
1990,ALBERTO ALCOCER,77,1,Spain,investments,Finance & Investments
1990,FAN MINHUA,58,1,China,pharmaceuticals,Healthcare
1990,GERALD SCHWARTZ,78,1,Canada,finance,Finance & Investments
1990,WONG HONG KING,58,1,China,real estate,Real Estate
1990,TAO YUEQUN,60,1,China,Contact Lens,Fashion & Retail
1990,NI ZUGEN,63,1,China,appliances,Manufacturing
1990,FRANCIS HOLDER,79,1,France,bakeries,Food & Beverage
1990,GERRY HARVEY,80,1,Australia,retail,Fashion & Retail
1990,LISA DRAEXLMAIER,29,1,Germany,auto parts,Automotive
1990,LINDEN BLUE,83,1,United States,defense,Manufacturing
1990,AYDIN DOGAN,83,1,Turkey,media,Media & Entertainment
1990,WANG WENMO,63,1,China,sports apparel,Fashion & Retail
1990,SU RUBO,65,1,China,real estate,Real Estate
1990,EDMUND ANSIN,84,1,United States,television,Media & Entertainment
1990,EDUARDO COJUANGCO,84,1,Philippines,"food, drinks",Food & Beverage
1990,YE QIONGJIU,65,1,China,software,Technology
1990,ZHOU YONGLI & FAMILY,65,1,China,conglomerate,Manufacturing
1990,RJ SCARINGE,36,1,United States,electric vehicles,Automotive
1990,VARDIS VARDINOYANNIS & FAMILY,87,1,Greece,oil and gas,Energy
1990,SANDY WEILL,87,1,United States,Citigroup,Finance & Investments
1990,LI XIANYU & FAMILY,66,1,China,pharmaceuticals,Healthcare
1990,MORRIS KAHN,90,1,Israel,software,Technology
1990,CHANCHAI RUAYRUNGRUANG,66,1,China,real estate,Real Estate
1990,JIN HUIMING,67,1,China,real estate,Real Estate
1990,DAVID HALL,68,1,United States,automotive technology,Automotive
1990,DU SHA,73,1,China,hypermarkets,Diversified
1990,WANG YANQING,73,1,China,carbon fiber products,Manufacturing
1990,XU WANMAO,75,1,China,education,Service
1990,WANG MIAOTONG,62,1,China,auto parts,Automotive
